CommentId,VideoId,Text,Likes
UgzarqjaaPC7TbFINNx4AaABAg,dQw4w9WgXcQ,1 billion views for never gonna give you upÂ  amazing crazy wonderful rick ,1376633
Ugy20HOnmWIO2LUghyd4AaABAg,dQw4w9WgXcQ,thank god it39s still here,79
Ugwfv5qd4ZSxEGoW1VF4AaABAg,dQw4w9WgXcQ,      ,20
UgxUF8ISoEJW5bIoRg94AaABAg,dQw4w9WgXcQ,with all the posts going around saying this videos gone theyre rick rolling the internet once again rick is taking over again,20
UgwwRpHM9sa2cDDDdcx4AaABAg,dQw4w9WgXcQ,   cs2,16
UgywP7-zb6GJlmAs26F4AaABAg,dQw4w9WgXcQ,unlike google xscreensaver will never run around and desert you,14
Ugy6SPlM89oPuv-pasd4AaABAg,dQw4w9WgXcQ,   ,12
UgzmYJRaTqYbEM-QIIh4AaABAg,dQw4w9WgXcQ,aside from being rickrolled this song never gets old,12
UgxUFu_zsmr9iuwsHQl4AaABAg,dQw4w9WgXcQ,  2 ,12
UgxM-5xwwFMzsxRKoBt4AaABAg,dQw4w9WgXcQ,anyone else here fromquotthis video has been removed by the creatorquot trend on social media,12
UgwnIkUaByV84ij_dLl4AaABAg,dQw4w9WgXcQ,    ,11
UgxZKKK9uAs8cjFxnOJ4AaABAg,dQw4w9WgXcQ,anyone came here after hearing this vedio is taken down ,11
UgwZo1ep1R3ooYXrILV4AaABAg,dQw4w9WgXcQ, 1010,11
Ugz2AGAgmdkt0SEeu_B4AaABAg,dQw4w9WgXcQ,thank godi thought it got removed,9
Ugz5csJ-6qC7vGq_ihB4AaABAg,dQw4w9WgXcQ,  2   ,9
Ugy6K4CndMcKXEeaMYl4AaABAg,dQw4w9WgXcQ,song  37 years agobrvideo  14 years agobrcomments  1 second ago,7
UgymcGLSwf0DlFCIj7B4AaABAg,dQw4w9WgXcQ, ,7
Ugwuj3v4UD2MGSV4srd4AaABAg,dQw4w9WgXcQ,the song hadn39t been taken downbrbrrick was never gonna give us up that easily,7
UgzGC_BwJTP7LoiZFKB4AaABAg,dQw4w9WgXcQ,probably the only times we were rick rolled and thankful for it,6
Ugyp-0nzW80j35AaxDx4AaABAg,dQw4w9WgXcQ,anyone here june 2024 ,6
Ugw3HvvOm5Iun30K5g54AaABAg,dQw4w9WgXcQ,the reason why i am offically scared of outlook and chrome music lab,5
UgwcZxmjkg4eLdDM9OV4AaABAg,dQw4w9WgXcQ,i came here by myself,5
UgxADIa5ur5x4mwKL-94AaABAg,dQw4w9WgXcQ,we got rickrolled again,4
UgylunpCAqXOiWuJv7J4AaABAg,dQw4w9WgXcQ,did we all js get rick rolled thinking it got deleted,4
Ugys26Cau6gYPZ-X6gx4AaABAg,dQw4w9WgXcQ,anyone watching in 2024br,4
UgxEUl-rZfBKPotittB4AaABAg,dQw4w9WgXcQ,let me guess you came here because they said the vid was removed brightb ,4
UgywLGB3-DbqGhMo3vd4AaABAg,dQw4w9WgXcQ,wait where39s my free robux,4
UgxN51X2p3U-7NQNfJ54AaABAg,dQw4w9WgXcQ,the viral post about this being taken down is literally a diy rickroll lmao,4
UgyIV8akKefNJWLHgIl4AaABAg,dQw4w9WgXcQ,this guy has the voice of an angel i dont care what anyone says he has that blue eye blues voice like the righteous brothers,3
Ugx9H8o3V3qpxeE4Zht4AaABAg,dQw4w9WgXcQ, his voice is incredible,3
Ugx3z_YjR5dwLYitnat4AaABAg,dQw4w9WgXcQ,got rickrolled cus k thought it got removed,3
Ugz86xeFfryPdZ7vkyp4AaABAg,dQw4w9WgXcQ,anyone in 2024 ,3
UgyvkeByDYVGEBhNrK94AaABAg,dQw4w9WgXcQ, br ,3
Ugx5ktC2qJ-cZzTUKbN4AaABAg,dQw4w9WgXcQ,my husband told me that the video got removed and insisted that i go search the song on here to get more information i knew very well what he was trying to do but ended up here anyway hes lucky i love him ,3
UgzBreoMKYJ5oVZvHCR4AaABAg,dQw4w9WgXcQ,hairstyle989 you tricked me,3
UgzIboK5jihJJLnsE1B4AaABAg,dQw4w9WgXcQ,fuck that whos posting that this video has been removed ihve been rick rolled many times but this one was obvious still i searched and played it,3
Ugyigw-Qis9BSwwPSYx4AaABAg,dQw4w9WgXcQ,for the first time i39m happy getting rickrolled  this video is still here,3
UgzuxRo4x1afnkENLBl4AaABAg,dQw4w9WgXcQ,this is the only youtube video where everyone has bothered to memorize the link,3
UgyiQHSFe_eWd0x1K-B4AaABAg,dQw4w9WgXcQ,who else came here just to check if this video was quotdeleted by the userquot,3
UgxHg3qNdMBp5EwDu5t4AaABAg,dQw4w9WgXcQ,    ,3
UgyZNENucQJmDUt9Fsh4AaABAg,dQw4w9WgXcQ,im here  from faline san39s face reveal link,3
UgwhQ1v31HyV59glLo54AaABAg,dQw4w9WgXcQ,this video will never stop growing in views,3
Ugy5IL3G566s7iQhWzd4AaABAg,dQw4w9WgXcQ,anyone here after the this video has been removed meme,3
UgzLJoxwIIunrewkvn94AaABAg,dQw4w9WgXcQ,who else thought this video was taken down,3
UgyCiyEKbwMl1v5-I6F4AaABAg,dQw4w9WgXcQ,this time i didn39t came from any linksbri came because i love this song,3
UgziCTdwz1sdX5V7AyR4AaABAg,dQw4w9WgXcQ,nahhbrthey just rick rolled me again ,3
UgxGIzZBC0t83aHFbc14AaABAg,dQw4w9WgXcQ,,3
Ugw-Y0BYeM9Twfzx2jx4AaABAg,dQw4w9WgXcQ,yet again i was rickrolled quotyoutube finally took it down after 14 yearsquot ,3
Ugy1oK3oxsOtEtxvFRR4AaABAg,dQw4w9WgXcQ,i mean this goes hard fr,3
Ugx1z8r8P7bBwvePz3p4AaABAg,dQw4w9WgXcQ,18062024,3
Ugx1HcoR2uaK4pMVBI94AaABAg,dQw4w9WgXcQ,i didn39t get rick rolled i searched this song,3
UgwnWCvc9Jcilcj5IWh4AaABAg,dQw4w9WgXcQ, br,3
Ugx9WZug6tCRjU04-DV4AaABAg,dQw4w9WgXcQ,that fucking post actually made me check the video xd fucking best rick roll ever,2
UgwiaWTHE9zGQryvM-54AaABAg,dQw4w9WgXcQ,you just willingly got rickrolledbrhow do you feel,2
Ugyxqfw5-x4ErGEFKI54AaABAg,dQw4w9WgXcQ,whos here in 2024  ,2
UgwgLgSihDSYMTONyEJ4AaABAg,dQw4w9WgXcQ,if gta iv never existed,2
UgzJhYqJCbqLajJHG_F4AaABAg,dQw4w9WgXcQ,a guy from the wwe clash at the castle rick rolled me,2
Ugymv4yOgk8OKETsDz94AaABAg,dQw4w9WgXcQ,nah i39d win,2
Ugy08tHYWkO5IwtsJGN4AaABAg,dQw4w9WgXcQ,chatgpt gave me this video lol,2
UgzoZ_Nx0EHAWsdQ0kx4AaABAg,dQw4w9WgXcQ,finally i am the meme,2
UgyQ0jeUigq1-uyUYOh4AaABAg,dQw4w9WgXcQ,not me getting rick rolled ,2
Ugw8g-4VVAxsUmbt1G94AaABAg,dQw4w9WgXcQ,maravilloso esta joya sigue aqubry de paso me rickrollearon,2
UgzHu56p9v5vyIq-CuN4AaABAg,dQw4w9WgXcQ,the take down meme got us all ,2
Ugwi4uyB1pn7JoG0dDJ4AaABAg,dQw4w9WgXcQ,awh nuts not again,2
UgymN9MMqLWfUtmhC1R4AaABAg,dQw4w9WgXcQ,damn everyone got rick rolled again due to takedown meme ,2
UgxyylwyT3e3kWpHNUR4AaABAg,dQw4w9WgXcQ,never felt so happy after getting rick  rolled after seeing the viral post of this being taken down ,2
UgzyJ2WmdDsZlBMouMB4AaABAg,dQw4w9WgXcQ,thought the video got removedthank god this master piece is still around,2
UgwHFjsjYg4Z0Pptlw54AaABAg,dQw4w9WgXcQ,2024 anyone,2
UgwlAMOC1SQ-mXWUPu94AaABAg,dQw4w9WgXcQ,knp nyampe sin jirrr,2
Ugwe1v1rFCQfbw2j-jh4AaABAg,dQw4w9WgXcQ,ez,2
UgxrYEPNsdNPoUq9CSt4AaABAg,dQw4w9WgXcQ,  br       brbr    ,2
UgzaDR87LfjqI062dc54AaABAg,dQw4w9WgXcQ,,2
UgyXY08Fy_jNDmczEZJ4AaABAg,dQw4w9WgXcQ,alguien que hable espaol viendo el rick roll ,2
UgwurDAUzt9goDhPZXF4AaABAg,dQw4w9WgXcQ,hey wheres my free robux,2
UgyWY6dk2Rt2RjgtHLF4AaABAg,dQw4w9WgXcQ,who watch in 2024br,2
UgwYSzEUjwCZvyzhFyV4AaABAg,dQw4w9WgXcQ,papermc announcement hate you kenny,2
UgwciV2tB1uvTC51K5d4AaABAg,dQw4w9WgXcQ,     goodwin,2
UgzgsWXD91XIuBbw9DV4AaABAg,dQw4w9WgXcQ,i got gotten,2
Ugx21XdbBnZeHG6k2Qh4AaABAg,dQw4w9WgXcQ,i got fucking rickrolled by chat gpt,2
UgyYXVC0lCBQADc4j1Z4AaABAg,dQw4w9WgXcQ,i bet they never thought this would have 1billion views when they released it lol brbralso this song unironically slaps ,2
UgxuDExYspa_rIbrTw14AaABAg,dQw4w9WgXcQ,2024 ,2
UgwSZgnXr7topbOIQGJ4AaABAg,dQw4w9WgXcQ,hey rick i know youll never see this but on april fools each year it would be amazing if you could change the title and thumbnail so we could all rickroll each other,2
UgxRsO9cncK30yUbIfp4AaABAg,dQw4w9WgXcQ,i got rickrolled by chatgpt,2
Ugw5gSIu-QQcGItC9kR4AaABAg,dQw4w9WgXcQ,this song is the one i have the most love and hate,2
Ugx0WyBml37DFWGvR514AaABAg,dQw4w9WgXcQ,chat gpt what the hell,2
UgzdL5HIp_bM9x8zbuJ4AaABAg,dQw4w9WgXcQ,anyone here from the amazing kitboga39s page ,2
UgwY-4UBiNz3ItGFOVV4AaABAg,dQw4w9WgXcQ,wow it39s still here,2
Ugw9OiBTKlRNsaNUsXt4AaABAg,dQw4w9WgXcQ,you know you39ve been rickrolled to much when you39ve memorized the link,2
UgxYdOvFwGWK_OOMuuR4AaABAg,dQw4w9WgXcQ,just checking its still herethank god,2
UgzONbO79eztB_a5yZd4AaABAg,dQw4w9WgXcQ,bruh that twitter guy rick rolled me,2
Ugy1imXpe14gbKQ6UJF4AaABAg,dQw4w9WgXcQ,get rickrolled lol,2
UgyUbPixuRz88Yvy3pd4AaABAg,dQw4w9WgXcQ,who39s here because got rickrolled by chatgpt ,2
UgzGl-c9sElzMhl2oZd4AaABAg,dQw4w9WgXcQ,social media got us rickrolled by telling that this got removed,2
Ugzd7BTBEq9OfiWppO94AaABAg,dQw4w9WgXcQ,anyone else here come to check whether this video has been deleted from the quotthis video has been removedquot post ,2
UgxtJgH-j2oq8BjETkN4AaABAg,dQw4w9WgXcQ,alrighty here i am because i scanned a qr code on someone39s shirt,2
UgwLf1RQJXgAgx0cHwx4AaABAg,dQw4w9WgXcQ,anyone here in 2024 ,2
UgxO6UCBGTlbuD_LUhZ4AaABAg,dQw4w9WgXcQ,never gonna give you up,2
Ugzqzhn9vigVXkjlrcV4AaABAg,dQw4w9WgXcQ,omg one billion,2
UgwV9UX_XZJqOLqlkcB4AaABAg,dQw4w9WgXcQ,damn it janet i fell for the removed prack aurrrgghhh ,2
UgwCDEpGoDlfLQ7OmXV4AaABAg,dQw4w9WgXcQ,damn came here after quotyoutube took it downquot meme and got rickrilled im glad i fell for itbrfelt nostalgic for a sec had to check comments to doublecheck ive been rick rolled,2
UgzAkujHAgvQH2MhsRN4AaABAg,dQw4w9WgXcQ,the rick roll meme,2
Ugyn2uNlj_Jbdj4vSpB4AaABAg,dQw4w9WgXcQ,shit they got me again came to check if they removed it damn it,1
UgzQiAqcpHPFq2dxaVh4AaABAg,dQw4w9WgXcQ,anyone 2024,1
UgzFyhcz7gD-ulIUtDN4AaABAg,dQw4w9WgXcQ,damn i thought quotthis video has been removedquot is real,1
UgyX3tUMNIW3FFrcJix4AaABAg,dQw4w9WgXcQ,nnnnnnnnnnnooooobrbrbrbrbr,1
UgyXTZgJf5iC7Ybg1WB4AaABAg,dQw4w9WgXcQ,came here after looking at a post that it was deleted thank god i got rickrolled,1
UgzNrlt1yXWUPCv3Q5F4AaABAg,dQw4w9WgXcQ,me whos just here because i haven39t listened to this in a long time also i didnt even know someone said this video was removed,1
UgxNP7KIWD20IKlIPnF4AaABAg,dQw4w9WgXcQ,but linc sayd fre monee,1
Ugw-NjJEN_k06YD8QEt4AaABAg,dQw4w9WgXcQ,getting rick rolled by fake quotthis video has been removed by the userquot news feels wholesome ,1
Ugw_NvSAIxURxQgfRfN4AaABAg,dQw4w9WgXcQ,its been like a month since i been rickroled and i just put my music playlist and i rickroll my selfbrbri love  this song ,1
UgzuclKj1mkx_LYjp6x4AaABAg,dQw4w9WgXcQ,i fucking hate that i fell for that shit ,1
UgyHOwAT49dJuqdagWV4AaABAg,dQw4w9WgXcQ,noooooooo,1
UgyiTPKliR_fquWtZfh4AaABAg,dQw4w9WgXcQ,i scan the code that code from among us game and i found ,1
Ugx4nSpkM-qBPgM28Dt4AaABAg,dQw4w9WgXcQ,whos from the h1t1 vid,1
UgxMY5dYvWiToMAqScl4AaABAg,dQw4w9WgXcQ,damn i just rick rolled myself by checking to see if the song was still here cause a post said it wasnt,1
Ugz7hwm5tO6T2WAIdPx4AaABAg,dQw4w9WgXcQ,watch as this hits 2 trillion views tommorow,1
UgymHbOGeL9rD7y9uk14AaABAg,dQw4w9WgXcQ,14 years have passed but i listen to it like 1 time,1
Ugx4B1XVULACLaeuGwl4AaABAg,dQw4w9WgXcQ,congratulations on breaking 10000 years of play time,1
UgyZ9lTg6aJj1qOrQxF4AaABAg,dQw4w9WgXcQ,i39m here because my wife send me a qr code and tell me to scan it  love her still though ,1
UgzLU5GwewsDgeF9tJJ4AaABAg,dQw4w9WgXcQ,i came from the free drummers tips of link,1
UgxZphCVdpyooAcomAp4AaABAg,dQw4w9WgXcQ,fuck that this video was removed dude,1
UgxFQNUyJ_RCWwGWsup4AaABAg,dQw4w9WgXcQ,can39t believe i got rickrolled by the hoax saying this video got removed ,1
UgwWgTBhQGFB8Op5OTR4AaABAg,dQw4w9WgXcQ,qr code on sky ,1
Ugwf06vlx_-fT3kwmn14AaABAg,dQw4w9WgXcQ,i came her from jacksucksatstuff to get a diamond playbutton,1
Ugy4ikPbfmDp2Bo_FzB4AaABAg,dQw4w9WgXcQ,2024,1
Ugwdhh1YWCNHGTgBYQx4AaABAg,dQw4w9WgXcQ,bruh chatgpt brought me here,1
Ugxo6Ii0ZFp2SB0zx8h4AaABAg,dQw4w9WgXcQ,you won39t believe but i literally cried when i heard about the rumour this was not available anymore ,1
Ugypz76_bZDtkJmShax4AaABAg,dQw4w9WgXcQ,god damm qr code,1
UgzR2NfxtDz-fI0osCV4AaABAg,dQw4w9WgXcQ,when i saw the image of the video being removed i dont know why but i got scared for all those people who made the link a qr tattoo i mean that would have been scary specially for them ,1
UgxU3qrOR7T6cTMjTt14AaABAg,dQw4w9WgXcQ,falei pro chat gpt escrever um link aleatrio do youtube e sempre ca nessa pegadinha,1
Ugxyc0Tuks7Z15bXrJ14AaABAg,dQw4w9WgXcQ,don39t rickroll me,1
Ugwt88Ww5Z3OJqebM-l4AaABAg,dQw4w9WgXcQ,rick roll feels nostalgic now,1
UgxPCOUQwPzNC133vjZ4AaABAg,dQw4w9WgXcQ,i knew the this video has been removed post was a rick roll and still came here to rick roll myself,1
UgynyA8ZzUuPd7IPEJV4AaABAg,dQw4w9WgXcQ,i just love copying the url of this video wherever i choose and cause many rage quits,1
UgzGs-Muhak9MIIVAVx4AaABAg,dQw4w9WgXcQ,yes ferrari wins again the 2024 24 hours of le mansbrse you in 2025 24 hours of le mans,1
UgzaBGDKJfoq8lB6ku14AaABAg,dQw4w9WgXcQ,wow best sing what i listen,1
UgyCRIKlzj3tUPHhXJl4AaABAg,dQw4w9WgXcQ,who39s here because of the viral video about the removal of this video,1
Ugzxy3oVXsLjnSG1Hv54AaABAg,dQw4w9WgXcQ,timeless treasure,1
UgyLCLx3mok4qehwsNR4AaABAg,dQw4w9WgXcQ,banger song tho ,1
Ugzx9YLOC_zQRLw2ctZ4AaABAg,dQw4w9WgXcQ,whoever has this on their playlist  please click,1
Ugx-xH8Uj3S69jvzM2t4AaABAg,dQw4w9WgXcQ,gae,1
UgwfeHRmvmRlTh7Lqfp4AaABAg,dQw4w9WgXcQ,ricroll,1
UgwDOhlQWRb0Qf6nw3d4AaABAg,dQw4w9WgXcQ,massive rick roll because of the viral post ,1
Ugy81x5cAVHqCqi4TMF4AaABAg,dQw4w9WgXcQ,i39ve never been so relieved to get rick rolled this video shall outlive us all,1
UgylwIT0MHs9em7A4Fp4AaABAg,dQw4w9WgXcQ,i always rick roll my friends lol,1
UgzwK68rzjAjVN3xRTt4AaABAg,dQw4w9WgXcQ,000   ,1
UgygR-5wmzM_hElOs4J4AaABAg,dQw4w9WgXcQ,nobody is rickrolling me uff fine ill do it by myself,1
UgxQxFzNcabFV9r9QqB4AaABAg,dQw4w9WgXcQ,a rick rolled my brother playing the song,1
Ugyi2P7TRsH-2iLecAV4AaABAg,dQw4w9WgXcQ,id and the same as you might be interested and i ,1
UgwWjple_eRSVqkk_NZ4AaABAg,dQw4w9WgXcQ,fun fact if you ask gpt chat to give you a random link to a youtube video it will bring you to this video,1
UgxoW3rbA75z7xSJ6U54AaABAg,dQw4w9WgXcQ,how tf have i never seen this i feel like dorothy  been depressed all these years when all i had to do was click my heels three times ,1
UgzrVj2gkBHIkRUzKYZ4AaABAg,dQw4w9WgXcQ,i got rickrolled by my mix,1
UgyTTZX1hoWwGt9gF9l4AaABAg,dQw4w9WgXcQ,bro they rick rolled us again,1
Ugz05U9beTyUgQNLR_d4AaABAg,dQw4w9WgXcQ,pedi pro chat gpt me levar para um link aleatrio do youtube e ele me levou pra ca chat gpt desgraado,1
Ugyl-_lFzcKnyQIFgcF4AaABAg,dQw4w9WgXcQ,bro i asked chatgpt to give me a random youtube link and it brought me here lol,1
Ugz2j9N_B_ipfSxJs_Z4AaABAg,dQw4w9WgXcQ,chat gpt just rickrolled me,1
Ugx-STQtrwKLihyk7ml4AaABAg,dQw4w9WgXcQ,in 17th june 2024 when i heard this song i found my entire energy for dance really old is gold,1
UgwWueoSuN2wgL-oHXZ4AaABAg,dQw4w9WgXcQ,1987 the king of meme is born,1
UgxRdNS8ycDZ-v6KKmx4AaABAg,dQw4w9WgXcQ,we got rick rolled by the post of some random person,1
Ugzy43Bz6JX8A1JvZNF4AaABAg,dQw4w9WgXcQ,day 1084 of getting rickrolled everyday,1
UgxnG4neKvi-6MvqIVh4AaABAg,dQw4w9WgXcQ,i got here because a programmer posted his contacts and there39s an onlyfans pagebri got curious,1
UgxszHm_INF01mEklbF4AaABAg,dQw4w9WgXcQ,you probably came from that quotthis video has been removedquot screenshot,1
UgwwbfmHHwfJ7bSo7kd4AaABAg,dQw4w9WgXcQ,video removed going around twitter and facebook and yep got rick rolled least its still up,1
UgwohXmc4y7vht1zPzt4AaABAg,dQw4w9WgXcQ,c ai ngi vit nam  y khng ,1
UgwG9mD631tnBUicthp4AaABAg,dQw4w9WgXcQ,rick roll hehehe,1
