CommentId,VideoId,Text,Likes
UgwepVULV2xUfJXy_cZ4AaABAg,dQw4w9WgXcQ,back when music was actually good,0
UgxaoX1rZlBve26n4mt4AaABAg,dQw4w9WgXcQ,anyone this year 2024,0
UgzYkOO_dNtitMB-lrB4AaABAg,dQw4w9WgXcQ,jjsjsjsjdjdjejehejejejje3uu2i22i3646479201d,0
Ugy0-8WfAVZEl2XwPBt4AaABAg,dQw4w9WgXcQ,what a beautiful song indeed,0
UgybRM6foUa9Am1Z3414AaABAg,dQw4w9WgXcQ,,0
UgzDfNDcdRRmiAA_kDl4AaABAg,dQw4w9WgXcQ,i went quotlemme check if this is realquot and it was not true,0
UgwnFuRceJ9TtqE5esx4AaABAg,dQw4w9WgXcQ,gt,0
UgxsUuiH4xvP3Xp2Qrt4AaABAg,dQw4w9WgXcQ,rosy ne pagal bana diya rosygamerz,0
Ugyl0ZfhT_Cz4pC3xsV4AaABAg,dQw4w9WgXcQ,this isnt corn enlargements ,0
UgwQELQuIuulE0D74ft4AaABAg,dQw4w9WgXcQ,just got rickrolled in the year 2024 the world still has some good in it after all,0
UgwdJOG0ZrVmwYyByTR4AaABAg,dQw4w9WgXcQ,a href,0
Ugz1K6U8v64oyqkAj094AaABAg,dQw4w9WgXcQ,i thought this got removed the jokes on me lmao,0
Ugxz-GgdPUyKY_pSbFx4AaABAg,dQw4w9WgXcQ,as a mexican i dont like it,0
UgzqaQbzeWwIKuE5KAN4AaABAg,dQw4w9WgXcQ,f good thing he never really give up,0
UgwJluHLO4bHs0mGPRR4AaABAg,dQw4w9WgXcQ,154 billion views and 2 million comments,0
UgxBkyLce5OPKz4yvhB4AaABAg,dQw4w9WgXcQ,,0
Ugwl5noFzHDjCacUxKB4AaABAg,dQw4w9WgXcQ,you just got rick rolled ,0
UgyXNp0L57iFTRXwhOl4AaABAg,dQw4w9WgXcQ,yep despite usually being smart about it i fell for the ol39 removal news,0
UgwiSKi2uvFUiDNdI0Z4AaABAg,dQw4w9WgXcQ,i havent been rick rolled in like 5 years i was on a streak and i fell for it gt,0
Ugy91Nm1p0JOa3f7u5N4AaABAg,dQw4w9WgXcQ,bro i just got rickrolled by rick while watching unspeakable,0
UgxtZMAuXyLKTFmKsLl4AaABAg,dQw4w9WgXcQ,nooooooooo,0
Ugy7rqjCl7XaeNNNpGx4AaABAg,dQw4w9WgXcQ,so the video was taken down we all got rickrolled knowing exactly what the video was knowing exactly it was the original source and allbrbrthe rickroll of all time for sure,0
UgxhXtB9b1-I5jp7oLp4AaABAg,dQw4w9WgXcQ,this song is so cool i love it,0
UgwmR_lSM68OFEau-9h4AaABAg,dQw4w9WgXcQ,,0
UgyTL0JpfVGYsr8e0sZ4AaABAg,dQw4w9WgXcQ,i got rickrolled by a community post,0
UgwHRsRfX0_aJH7iX014AaABAg,dQw4w9WgXcQ,i scanned a code in oneiros and got this video gg,0
UgzcJmS0QK2DXpm-yGV4AaABAg,dQw4w9WgXcQ,aku kesini karna video drone yang menakjubkanbr ada yang sama,0
Ugzep2pDyTuCKMsn6oV4AaABAg,dQw4w9WgXcQ,small persentage of people who are here from pink tank,0
UgwKCWom4QQkytnc3RV4AaABAg,dQw4w9WgXcQ,caf,0
UgyRHa4VS1ZDeQSjO5N4AaABAg,dQw4w9WgXcQ,goddammit,0
UgyklyJM9d0923g_H1d4AaABAg,dQw4w9WgXcQ,what a pretty song,0
UgyxNVIP-kL9XyRxRNJ4AaABAg,dQw4w9WgXcQ,timeless,0
UgwG_ClR1Yz-0twLxEJ4AaABAg,dQw4w9WgXcQ,memezee would39ve got me if i didnt recieve a long ahh unskippable ad,0
UgzBk6EmiMaLjdPskrN4AaABAg,dQw4w9WgXcQ,whos here from the h1t1 vid,0
UgxYEZjmXlWEdqQKNQV4AaABAg,dQw4w9WgXcQ,do you think rick gets the money from this video,0
UgxXmDWPhQJFOYCTM1V4AaABAg,dQw4w9WgXcQ,    ,0
UgyLKKD6NlwUqZH2Z_x4AaABAg,dQw4w9WgXcQ,i just got rick rolled,0
Ugww0dhxWQUczazENgx4AaABAg,dQw4w9WgXcQ,a href,0
UgwIOlzeHtsOqfeQ8zd4AaABAg,dQw4w9WgXcQ,people in the 198039s wow this is a really good song i wonder what future generations will think of itbrbrpeople from 2009 to now god damn it i got rick rolled again,0
UgzImcaDH1JbpJeEhgd4AaABAg,dQw4w9WgXcQ,ushaywe yirickroll,0
Ugy2nz7aoDSlQLZkJO94AaABAg,dQw4w9WgXcQ,the youtube recommendation  rickrolled me ,0
UgznG9jmD31u9RrDIvt4AaABAg,dQw4w9WgXcQ,oh limc,0
Ugx4hLRYdgW41rUdX9R4AaABAg,dQw4w9WgXcQ,ufff temazo toca repetirlo,0
UgynwAWDqFdqk1vk2eV4AaABAg,dQw4w9WgXcQ,came here form amoungs qr code taskbr,0
Ugx6GUOh0AUfQmrkY9B4AaABAg,dQw4w9WgXcQ,probably the most elaborate rick roll ive seen,0
UgxWqcXkSnHFx5T8mZd4AaABAg,dQw4w9WgXcQ,here because of chat gpt,0
UgySgopdQqX3mNxIs_R4AaABAg,dQw4w9WgXcQ,how did i fall for that post,0
Ugx4C5g7TSbRKPu1UXB4AaABAg,dQw4w9WgXcQ,que bella la cancion,0
UgwerSRww9t31mYsH4B4AaABAg,dQw4w9WgXcQ,okay good is still here,0
UgxNb5tVI_PvEg3RVr54AaABAg,dQw4w9WgXcQ,who came from the drone video,0
UgwkJUY7qtZ1xg423o54AaABAg,dQw4w9WgXcQ,thank god rick is still rolling,0
UgyY_CzAJV2WZfZTgG94AaABAg,dQw4w9WgXcQ,a href,0
UgybM4bdjlqCE8pLujR4AaABAg,dQw4w9WgXcQ,i was scanning a qr code and got rick rolled,0
UgxYROVELci66syIOIl4AaABAg,dQw4w9WgXcQ,bro rick rolled us in 4d,0
UgyRXaLGuxNXpVWmUVd4AaABAg,dQw4w9WgXcQ,a href,0
UgwPT1t9HVVXEAIdsnp4AaABAg,dQw4w9WgXcQ,my first time listening and i wondered why it was so fast then i realized i39d left my settings on x15 speed ,0
Ugyacbftx2TfNQE0LkV4AaABAg,dQw4w9WgXcQ,a href,0
Ugw9OnyXe5VPO5YMqAh4AaABAg,dQw4w9WgXcQ,who else is here from chat gpt,0
UgzHuG3pWalbxYP5aYx4AaABAg,dQw4w9WgXcQ,just revisiting this nostalgia fueled classic of mine to enjoy the song once more and revisit my old comment from 4 years ago listening to this always takes me back to when i was 9 years old back in 2009 surfing youtube and watching a ton of bionicle lego stop motion videos,0
UgzpkBBoQ9EHzOULd1l4AaABAg,dQw4w9WgXcQ,when youtube got rickrolled once,0
Ugy3gyL8OoYGONBRfEp4AaABAg,dQw4w9WgXcQ,same,0
UgyzBGMKJ85hEp2dL3Z4AaABAg,dQw4w9WgXcQ,  ,0
UgxZ3UyMgkqQjRG2a5d4AaABAg,dQw4w9WgXcQ,quotthis video has been removed by the userquot my awell played well played,0
UgxUc764aAFXU5md6N14AaABAg,dQw4w9WgXcQ,this masterpiece is still here,0
UgxPZvStgEe2PpQcOGh4AaABAg,dQw4w9WgXcQ,after 14 years ,0
Ugz3NeWhe72rTerHU-V4AaABAg,dQw4w9WgXcQ,yo this slaps,0
Ugzfz1mmCCkke4_iNG14AaABAg,dQw4w9WgXcQ,what39s this taken down thing,0
Ugw7q95b8jV_9tUgXyF4AaABAg,dQw4w9WgXcQ,   brbrbr  2024,0
UgwYF7vNIs62utDxwnd4AaABAg,dQw4w9WgXcQ,who was sent the court link,0
UgzsFISsQunQPRldrIl4AaABAg,dQw4w9WgXcQ,just got rick rolled in 2024,0
Ugyz19h2haCVNqTpatF4AaABAg,dQw4w9WgXcQ,i got rickrolled by antimatter dimensions,0
Ugxy5PjrkgGb_4IuF-N4AaABAg,dQw4w9WgXcQ,4 years later and im listening to this banger purposely,0
UgzAlgf4iBVZMOyYSdZ4AaABAg,dQw4w9WgXcQ,man i got rickrolled by monika,0
Ugx-ZZu_tQIzj4iykzZ4AaABAg,dQw4w9WgXcQ,why is this in my recommendation,0
UgyCItYGv3CzHR0ZMoJ4AaABAg,dQw4w9WgXcQ,doe waz here 24,0
UgztltXEPU4CdDF1orB4AaABAg,dQw4w9WgXcQ,  ,0
UgyHaNgNuXJI-i0RC2t4AaABAg,dQw4w9WgXcQ,chrono trigger,0
UgzWKeYe3VsYVdYWjIl4AaABAg,dQw4w9WgXcQ,diabolical trollit39s still here,0
Ugy1byreIVjmwtV8V5l4AaABAg,dQw4w9WgXcQ,he rick rolled everybody by removing his own video ,0
Ugz-M44UqH4Sj7ZuJuF4AaABAg,dQw4w9WgXcQ,who else came through the gpt chat,0
UgxIpkze3w5xzwCVrJd4AaABAg,dQw4w9WgXcQ,                   ,0
UgwtCH6ijhfjRgS9-1V4AaABAg,dQw4w9WgXcQ,i set my phone down halfway through scrolling and this video was just barely visible my finger tapped it while i was picking my phone back upbrbri just accidentally rick rolled myself,0
UgwqwX7WPVvdE5VufPd4AaABAg,dQw4w9WgXcQ,i just rickrolled myself,0
UgyuUMYd3C-UKMPuoMd4AaABAg,dQw4w9WgXcQ,  ,0
UgyGHRwSZe0_TsWPsLl4AaABAg,dQw4w9WgXcQ,new scp scp rick roll,0
Ugyh7ZUe8i5hODZBrit4AaABAg,dQw4w9WgXcQ,it is actually insane how when you got to popular its from 200m to 15b views this is an extremely popular song and fun fact  i accidentally rickrolled myself watching this,0
Ugws1gsTUCOcd74leN94AaABAg,dQw4w9WgXcQ,i clicked on a free robux link and rick roll popped up ,0
Ugz77NEooIHiNp2Z8FZ4AaABAg,dQw4w9WgXcQ,    ,0
UgzNIgh7NDy9tUm8H494AaABAg,dQw4w9WgXcQ,lejhand bhai dekhrhe ho to reply do ,0
UgwMgq4ogDzccgo2tLZ4AaABAg,dQw4w9WgXcQ,with the ads in the begining you can39t actually rick roll someone nowdays shh unsubbed,0
UgxM1gibdlZVGU16eJR4AaABAg,dQw4w9WgXcQ,you stupid ansjsshsssjsbs,0
UgyMyXih9N8jwCd7csJ4AaABAg,dQw4w9WgXcQ,ive been saved by the ad,0
UgyBvivZI8mKo_noLjh4AaABAg,dQw4w9WgXcQ,noch jemand hier wegen hurenampshne,0
UgzKpn0F1U4e-nChaYd4AaABAg,dQw4w9WgXcQ,back then i wanted to send this to my first crush to do the usual drill but she didn39t know about the injoke so she39d think i just sent her a romantic song for some reason and maybe say yesbrbrgood times,0
Ugw15336zgvAXq_eLEp4AaABAg,dQw4w9WgXcQ,anyone here from the drone guy,0
UgxtaAZWDePHzMeatp94AaABAg,dQw4w9WgXcQ,g,0
Ugy9VO4ArbrjXKcMFAt4AaABAg,dQw4w9WgXcQ,came back years later to only to only get rick rolled again ,0
UgwzJ0mXff8oQwasGet4AaABAg,dQw4w9WgXcQ,jaja rickroleadooo,0
UgxPhbRCJlwWV1AE48F4AaABAg,dQw4w9WgXcQ,youtube fell for the classic rickroll trick and got mad,0
Ugx5q-wV3ih3i4Hed1x4AaABAg,dQw4w9WgXcQ,who was also saved by adds,0
UgxN2qu2AlL2cNWajU94AaABAg,dQw4w9WgXcQ,what ,0
UgznYJK-68v5ENQ-xy94AaABAg,dQw4w9WgXcQ,and he will never let you down,0
UgwfKJs3zFPBJks097d4AaABAg,dQw4w9WgXcQ,was really worried it was deleted but at least it39s still here haha one of the best rick rolls ever,0
Ugx-xkKsprp09I2Sffl4AaABAg,dQw4w9WgXcQ,algum pelo amor de deus me explica o que  um rickroll,0
UgwD_C9RCEjbWvkfaV94AaABAg,dQw4w9WgXcQ,rick astley  never gonna give you up music video removed from youtubebrbrme what brbchecks youtubebbrphew brthat was close    waiit a minute,0
Ugw_LCFTG4uWjl328Zl4AaABAg,dQw4w9WgXcQ,zksync,0
Ugz7hv5b04_mbVRDPyZ4AaABAg,dQw4w9WgXcQ,here again because i thought the music video got taken down ,0
UgzvNoq8B8olpUmbsrZ4AaABAg,dQw4w9WgXcQ,postal 3 dude looks different here ,0
Ugw04Ju2Z56sILC8oSl4AaABAg,dQw4w9WgXcQ,who else thinks this song slaps,0
UgzlDwwG-zyjAKaJwtN4AaABAg,dQw4w9WgXcQ,vim pelo chat gpt,0
UgzPT6LfxQVlclVPcH94AaABAg,dQw4w9WgXcQ,rick roll or not this is such a fantastic song the 80s was fire,0
UgyMtMIkwxQ1OxFZRjV4AaABAg,dQw4w9WgXcQ,yup i deserved this,0
UgxLOaRVimcu2aaTaqR4AaABAg,dQw4w9WgXcQ,thank you rholup mods yes i clicked on verification badge,0
Ugwmi5WoDdUk9nPIjft4AaABAg,dQw4w9WgXcQ,top de mais show bora para cima,0
UgwSMK1lt9kqfzNUmxB4AaABAg,dQw4w9WgXcQ,who in 2024 is watching this,0
UgybOWZ6033s3NvQ-7l4AaABAg,dQw4w9WgXcQ,youve been rickrolled,0
UgyiCfZrxjG4mlGzQ_h4AaABAg,dQw4w9WgXcQ,bruh briglh,0
UgwfEKg2kBotlrasVUV4AaABAg,dQw4w9WgXcQ,quotthis video has been removedquotbrbme getting rick rolled againb,0
Ugxmn9XRurQjXOU8AFF4AaABAg,dQw4w9WgXcQ,i cant believe they got us again,0
Ugz1r1nfsp5FDaxvT6R4AaABAg,dQw4w9WgXcQ,what a banger share this with all of your friends,0
UgwbqYF6kyEnCKKt_il4AaABAg,dQw4w9WgXcQ,i just needed the brawl stars source code,0
UgwrEWbRqEV0ODGn2y94AaABAg,dQw4w9WgXcQ,2014 he vuelto a ser rickroleado v,0
Ugx1OgJzsyY8TmNBajd4AaABAg,dQw4w9WgXcQ,never gonna give you upbrnever gonna let you downbrand turn around to desert you,0
UgybAnjFA01Fv0NF6mZ4AaABAg,dQw4w9WgXcQ,a href,0
UgxzxeJG0KlKIGmpzY14AaABAg,dQw4w9WgXcQ,i got rick rolled by life tf is this f the removal meme ,0
Ugz4WBx2PiWLkLZTSdZ4AaABAg,dQw4w9WgXcQ,soft,0
UgxdXNx4xIJVVETqvSB4AaABAg,dQw4w9WgXcQ,get rickrolled lol ,0
Ugzi1C5h9aiUQVNcaeB4AaABAg,dQw4w9WgXcQ,whos here because kz ,0
UgyxIwnzBr_l9hOCcWZ4AaABAg,dQw4w9WgXcQ,algum br,0
UgwGitfIdunauA0ZiTJ4AaABAg,dQw4w9WgXcQ,how am i watching this 14 years later,0
UgyCD2AXMOtkRH8U0Rp4AaABAg,dQw4w9WgXcQ,those who came here because of that stupid post in social media  fellas we got rick rolled by that bastard ,0
UgyqVgBpkBqXlevEti94AaABAg,dQw4w9WgXcQ,nothing wrong with wittingly getting rick rolled,0
Ugx73kDOImiOzJ1plVx4AaABAg,dQw4w9WgXcQ,who is here from krilfils yes or no free robux hack,0
UgzyubqknTdfekiVoOB4AaABAg,dQw4w9WgXcQ,i asket chatgpt for a youtube link and he send it to me,0
Ugwzq9wslT01epKRga94AaABAg,dQw4w9WgXcQ,i39ve been rick rolled again someone says on facebook that youtube took down this video but it39s not fk,0
UgwEhWpQM40ivvDvD814AaABAg,dQw4w9WgXcQ,how to get rickrolled by telling everyone that the rickroll video has been removed by the user only to watch it again to make sure and get rickrolled ,0
Ugximua4mde38rhXYNt4AaABAg,dQw4w9WgXcQ,quem veio aqui por causa do cahtgpt,0
UgxmxL3otBTGfyzYQTx4AaABAg,dQw4w9WgXcQ,vote reformuk  nigel farage will never gonna give you up go team reformuk,0
UgwwC9J_Hc7RSmDHPrJ4AaABAg,dQw4w9WgXcQ,nooooooooooo content from 2020 why are you doing this to me i tought it was over why bring me here,0
Ugxj-YKJDMn0vhftWdF4AaABAg,dQw4w9WgXcQ,a href,0
Ugy2anVrWh75c133cWh4AaABAg,dQw4w9WgXcQ,but it so sad how i cant rick roll them anymore bc the app is broken bc it shows the cover page so pls change the cover page pls pls pls pls so i can rick roll my friends,0
UgzLbAT-k-R9fZ_qP754AaABAg,dQw4w9WgXcQ,song name,0
Ugzc-P5yuztJbrne3d14AaABAg,dQw4w9WgXcQ,411m,0
UgySwewlmXP5UbACuLN4AaABAg,dQw4w9WgXcQ,rickroll,0
UgwBBwuhLtJGQx_ZQUl4AaABAg,dQw4w9WgXcQ, and once again i have fallen on it 2024,0
UgywJFzZv8Hj50t_mz94AaABAg,dQw4w9WgXcQ,who39s from 2024 18 june,0
Ugzr2AXdH77Gq0IGVzh4AaABAg,dQw4w9WgXcQ,2024 and im getting rick rolled by a meme,0
UgwAbt0LSTxwJRxDvgV4AaABAg,dQw4w9WgXcQ,a href,0
UgzsCYYvdpP0nB0jBip4AaABAg,dQw4w9WgXcQ,oh sweet rick astley bchecks videob fuck ,0
UgwTJCAQeRtEnEaUbux4AaABAg,dQw4w9WgXcQ,whos here in june 2024,0
UgwntJjR-mUDT1r-rFZ4AaABAg,dQw4w9WgXcQ,a good chunk of the people on this planet have seen this crazy,0
UgxAxIoyS0aUMsvWRwN4AaABAg,dQw4w9WgXcQ,a href,0
Ugxo7xEeTlZvPEOP4fN4AaABAg,dQw4w9WgXcQ,this takes the cake the guy that posted that this video is down gets the accolade for most rickrolls ever,0
UgyHTyU7JUQoHy98sjl4AaABAg,dQw4w9WgXcQ,so it39s not taken downbrbrgood to know,0
UgzqWAjZY7YlDoK5ZHd4AaABAg,dQw4w9WgXcQ,i heard this on the restaurant,0
UgyS4-9DloIeGfGxB214AaABAg,dQw4w9WgXcQ,this is a nice music,0
Ugza23Fr-g1a8rMgCz14AaABAg,dQw4w9WgXcQ,a href,0
Ugz5G2SiXK0Z3o9LxT94AaABAg,dQw4w9WgXcQ,bcameb from from cornhub,0
UgzRL4sRkwy9mPUdrgx4AaABAg,dQw4w9WgXcQ,i was not deceived by the quotthis video has been taken downquot meme but i wanted to ensure it was over 1 billion views like i remember not 600mil from the post so was i actually rickrolledor was i doing research or  is it a case of quotporque no los dosquot,0
UgxiHfhxE-S4vjZ3PgN4AaABAg,dQw4w9WgXcQ,from jktamil,0
UgyGFv-ArFxk39Df_Ex4AaABAg,dQw4w9WgXcQ,ive been rickrolled by an instagram post saying this video had been removed genius move,0
UgxAtbNGd2JAYC7VnyR4AaABAg,dQw4w9WgXcQ,in the year of your lord 2024 i39m still getting rick roll by a viral post,0
UgzJ2-Vym_xcKMrvKwR4AaABAg,dQw4w9WgXcQ,fastapi brought me here,0
UgytllusBwr1pGHpPw54AaABAg,dQw4w9WgXcQ,rickrolled myself just to confirm that the video is still here  after seeing that viral post,0
UgxBz1rAAspXkcR4IJN4AaABAg,dQw4w9WgXcQ,anyone in 2024,0
UgwXdF_KJ3htr6vAF3l4AaABAg,dQw4w9WgXcQ,yall i fell for it ,0
UgxK2Lmz3L71CONQe-Z4AaABAg,dQw4w9WgXcQ,anyone here because of jl anderson music,0
UgxfIutETJBYtfTZq_d4AaABAg,dQw4w9WgXcQ,i left the auto play on by accident and the first video it sends is this,0
UgyUqwu1fI_0gnYBDwt4AaABAg,dQw4w9WgXcQ,,0
UgxAU6NSJpsVd_FVK2l4AaABAg,dQw4w9WgXcQ,yo,0
UgwCdkWzkZG-33m7yTt4AaABAg,dQw4w9WgXcQ,damn i feel for it and my guess is so did you ,0
UgxMAqI0jyqRiUbYyA54AaABAg,dQw4w9WgXcQ,im one of the few people who actually enjoys this song and actually enjoys getting rickrolled,0
UgwBfQGjAMnMUQKIAC14AaABAg,dQw4w9WgXcQ,i from tf 2,0
UgyHJOGl4svJlOSyLr54AaABAg,dQw4w9WgXcQ,the legend was born dang,0
UgwrVpxwnPYeoWl43l54AaABAg,dQw4w9WgXcQ,,0
Ugxdsr6V4rxAmRO9g454AaABAg,dQw4w9WgXcQ,forza vinyl sticker brought me here,0
Ugxd3WEZfFkvO3UXivB4AaABAg,dQw4w9WgXcQ,who came from surrealart idk how to spell her name im not begging just reply,0
UgyKJ_V1TnqnHTkqnP54AaABAg,dQw4w9WgXcQ,did i just got rock rolled for looking for this video after the fake new of this gettin39 down of youtube ,0
